sort,Family,Genus,Taxa,specimen numbers,,Portik,phylogeny notes,guild,ecology,Spec_lotic,ecology_source,lung_text,lung,lung_info,JRP_dissection_museum,museum dissection N = ,stage range exained,visit number,JRP_dissection_fresh,Histological_sections_examined,Dice_CT_material_reviewed,PHD_dissection_museum,air-breathing,literature_morphology,literature,Conflicting Source,Notes,Taxa_clone,development_high,development_low,source,source 2 (if needed),notes on larval period,Jetz_name
747,Rhinophrynidae,Rhinophrynus,Rhinophrynus_dorsalis,KU_87596,,,,"lentic, suspension feeder",1,0,,present,1,normal,KU,1,,1,,,,,,,"Haas, 2003; KU",,,Rhinophrynus_dorsalis,,,,,,
748,Scaphiopodidae,Scaphiopus,Scaphiopus_couchi,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,Scaphiopus_couchi,,,,,,
749,Scaphiopodidae,Scaphiopus,Scaphiopus_holbrookii,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,JRP,,,,,Scaphiopus_holbrookii,,,,,,
750,Scaphiopodidae,Spea,Spea_bombifrons,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Spea_bombifrons,,,,,,
751,Scaphiopodidae,Spea,Spea_hammondii,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Denver et al., 1998",,,Spea_hammondi,,,,,,
752,Scaphiopodidae,Spea,Spea_intermontana,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,JRP,,pers obvs,,,Spea_intermontana,,,,,,
753,Scaphiopodidae,Spea,Spea_multiplicata,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,JRP,,pers obvs,,,Spea_multiplicata,,,,,,
754,Sooglossidae,Sechellophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
755,Sooglossidae,Sooglossus,Sooglossus_sechellensis,,,,,parent associated,2,0,,absent,0,,,,,,,,,,,,"Noble, 1929",,,Sooglossus_sechellensis,,,,,,
756,Strabomantidae,Atopophrynus,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
757,Strabomantidae,Barycholos,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
758,Strabomantidae,Bryophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
759,Strabomantidae,Dischidodactylus,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
760,Strabomantidae,Euparkerella,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
761,Strabomantidae,Geobatrachus,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
762,Strabomantidae,Holoaden,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
763,Strabomantidae,Lynchius,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
764,Strabomantidae,Microkayla,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
765,Strabomantidae,Niceforonia,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
766,Strabomantidae,Noblella,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
767,Strabomantidae,Oreobates,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
768,Strabomantidae,Phrynopus,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
769,Strabomantidae,Pristimantis,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
770,Strabomantidae,Psychrophrynella,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
771,Strabomantidae,Qosqophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
772,Strabomantidae,Strabomantis,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
773,Strabomantidae,Tachiramantis,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
774,Strabomantidae,Yunganastes,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
775,Telmatobiidae,Telmatobius,Telmatobius_arequipensis,KU_164018,,?,Cannot be robustly included,lotic,0,0,,present,1,normal,KU,1,,2,,,,,,,KU,,,Telmatobius_arequipensis,,,,,,Telmatobius_culeus
776,Telmatobiidae,Telmatobius,Telmatobius_atahualpai,KU_181882,,Telmatobius_verrucosus,"Barrionuevo, 2017","lotic, suctorial",0,1,,,?,,,,,,,,,,,,,,"Re-identified by Aguilar, C., Siu-Ting, K., & Venegas, P. (2007). The Rheophilous Tadpole Of Telmatobius Atahualpai Wiens, 1993 (Anura: Ceratophryidae). South American Journal of Herpetology, 2(3), 165–174.",Telmatobius_atahualpai,,,,,,Telmatobius_verrucosus
777,Telmatobiidae,Telmatobius,Telmatobius_jelskii,,,?,Cannot be robustly included,"lotic, benthic",0,0,,present,1,very large,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Telmatobius_jelskii,,,,,,Telmatobius_dankoi
778,Telmatobiidae,Telmatobius,Telmatobius_macrostomus,,,,,lentic,1,0,,present,1,very large,,,,,,,,,,,"Noble, 1925",,,Telmatobius_macrostomus,,,,,,Telmatobius_chusmisensis
779,Telmatobiidae,Telmatobius,Telmatobius_marmoratus,,,,,"lentic, benthic",1,0,,present,1,very large,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Telmatobius_marmoratus,,,,,,
780,Telmatobiidae,Telmatobius,Telmatobius_peruvianus,KU_162115,,,,lotic,0,0,,present,1,small,KU,1,,2,,,,,,,KU,,,Telmatobius_peruvianus,,,,,,Telmatobius_gigas
781,Telmatobiidae,Telmatobius,Telmatobius_verrucosus,,,,,"lotic, suctorial",0,1,,,,,,,,,,,,,,,,,,Telmatobius_verrucosus,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Grant, T., Rada, M., Anganoy-Criollo, M., Batista, A., Dias, P. H., Jeckel, A. M., Machado, D. J., & Rueda-Almonacid, J. V. (2017). Phylogenetic Systematics of Dart-Poison Frogs and Their Relatives Revisited (Anura: Dendrobatoidea). South American Journal of Herpetology, 12(s1). https://doi.org/10.2994/SAJH-D-17-00017.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Barrionuevo, J. S. (2017). Frogs at the summits: phylogeny of the Andean frogs of the genus Telmatobius (Anura, Telmatobiidae) based on phenotypic characters. Cladistics: The International Journal of the Willi Hennig Society, 33(1), 41–68.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
